id_siswa,jenis_kelamin,jam_belajar_per_hari,presentase_kehadiran,nilai_tugas,nilai_UTS,nilai_UAS,nilai_partisipasi,akses_internet,kelas_tambahan,pendidikan_orang_tua,jam_tidur,nilai_keseluruhan,nilai
103906,1,6.74,89.24,97.57,71.04,83.64,54.97,0,0,3,7.2,80.969,2.0
103907,1,6.66,86.8,88.31,64.84,92.94,47.44,0,0,2,5.97,79.82499999999999,2.0
103908,1,5.98,70.8,80.2,37.9,33.61,70.64,0,0,1,6.13,51.4225,0.0
103909,1,9.88,54.99,63.53,50.18,71.41,14.51,0,1,2,6.36,57.194500000000005,1.0
103910,0,7.59,67.91,57.45,76.98,58.59,57.65,1,1,0,6.56,63.7975,1.0
103911,0,7.99,73.82,32.28,56.91,35.49,53.07,1,1,2,4.98,45.794,0.0
103912,1,8.85,99.99,55.14,55.46,77.76,97.62,0,1,0,6.89,71.87,2.0
103913,1,2.94,78.65,89.39,81.95,72.86,78.02,0,0,3,4.35,79.53349999999999,2.0
103914,1,1.75,81.66,56.88,25.42,74.99,23.95,0,1,0,4.57,54.5385,0.0
103915,0,5.35,69.49,62.31,75.92,86.94,55.83,0,1,1,7.56,74.40299999999999,2.0
103916,0,5.63,61.27,49.03,61.69,50.08,80.54,0,1,0,7.66,56.93750000000001,1.0
103917,0,8.46,88.78,49.19,53.26,77.39,57.21,1,0,2,5.33,64.8385,1.0
103918,0,4.99,69.7,34.33,50.54,82.03,42.1,1,1,2,4.92,59.3915,1.0
103919,1,6.14,99.68,72.97,37.97,41.82,43.9,1,1,1,4.27,53.081500000000005,0.0
103920,1,5.74,67.43,61.36,50.07,96.99,43.03,0,0,1,6.09,69.78199999999998,1.0
103921,1,1.34,44.08,72.42,54.36,53.8,11.8,0,1,1,6.55,52.492,0.0
103922,0,6.54,80.95,68.28,57.81,79.96,75.75,0,1,0,8.5,71.7645,2.0
103923,1,8.45,42.8,85.92,75.42,82.78,64.98,1,0,0,4.01,75.79,2.0
103924,0,2.42,55.03,82.57,59.02,65.28,34.18,0,1,0,6.03,63.038,1.0
103925,0,6.35,61.22,84.0,84.72,39.01,66.7,0,0,0,6.1,64.4255,1.0
103926,1,6.34,84.37,64.95,72.98,49.3,37.79,1,1,1,8.43,60.706,1.0
103927,1,2.48,69.65,54.77,39.22,46.4,31.9,0,1,0,4.98,47.154,0.0
103928,1,2.11,41.72,95.34,45.79,66.3,76.7,1,1,2,4.33,65.5625,1.0
103929,0,9.82,77.01,33.8,30.94,48.29,82.82,1,1,2,5.91,47.3795,0.0
103930,0,4.54,64.69,40.68,95.93,68.27,66.31,0,1,1,7.06,69.113,1.0
103931,1,3.05,95.31,59.37,91.49,50.17,80.57,0,0,1,8.29,69.894,1.0
103932,1,2.54,69.97,72.98,31.36,30.07,42.91,0,1,2,5.35,44.24849999999999,0.0
103933,0,7.01,82.54,30.57,68.06,55.43,16.46,1,1,3,5.26,52.4295,0.0
103934,1,6.49,53.13,80.35,97.03,72.48,64.44,1,1,3,5.63,77.4525,2.0
103935,0,6.79,85.66,69.11,81.04,84.16,33.04,1,0,0,4.59,75.408,2.0
103936,0,1.79,83.26,63.93,61.89,31.99,79.97,0,1,3,8.89,55.778,1.0
103937,1,9.04,94.24,59.64,43.08,48.08,42.23,1,1,0,6.7,53.173,0.0
103938,1,4.5,42.03,66.36,45.93,98.98,70.36,0,1,1,5.36,70.6365,2.0
103939,1,3.82,66.85,41.33,80.22,48.33,59.76,1,1,1,5.81,57.8975,1.0
103940,1,5.16,80.75,37.61,83.54,84.4,83.57,1,1,2,8.33,74.379,2.0
103941,0,4.51,45.71,50.27,64.65,65.66,84.91,1,1,2,7.37,62.2595,1.0
103942,0,8.77,64.64,79.67,34.07,38.55,16.15,0,1,1,6.77,46.023,0.0
103943,0,9.36,96.53,71.18,95.04,75.04,36.56,0,1,0,7.62,77.56900000000002,2.0
103944,1,3.73,66.16,63.61,88.36,97.64,88.38,1,1,2,7.78,84.43999999999998,2.0
103945,0,8.78,99.12,70.01,35.54,92.08,46.36,0,1,3,4.97,69.663,1.0
103946,1,8.03,43.41,69.15,29.25,78.32,56.34,0,0,3,4.79,58.5295,1.0
103947,1,9.38,83.07,51.49,65.19,65.85,26.5,0,0,0,8.83,60.6,1.0
103948,1,3.21,74.86,36.82,46.31,52.35,59.74,1,0,0,4.93,50.724,0.0
103949,1,6.19,70.03,92.77,46.24,54.99,33.82,1,0,1,6.32,59.7455,1.0
103950,1,3.47,98.25,71.99,31.54,54.23,84.63,0,1,3,8.91,59.5515,1.0
103951,1,8.42,47.78,78.84,96.5,94.55,28.02,1,0,0,6.09,80.56550000000001,2.0
103952,0,1.05,93.76,62.48,87.26,44.79,42.39,0,0,1,6.57,63.60249999999999,1.0
103953,1,6.08,81.47,82.95,33.54,56.46,18.56,1,0,1,7.99,54.739,0.0
103954,0,4.05,55.54,70.91,90.74,60.24,62.92,0,1,3,5.7,69.797,1.0
103955,0,3.9,94.1,33.77,76.22,58.62,94.78,0,0,3,6.16,65.214,1.0
103956,1,6.8,65.76,92.31,49.41,30.29,25.58,1,0,3,5.66,50.55,0.0
103957,1,8.66,88.85,51.39,90.34,48.97,11.78,0,0,0,5.44,60.06549999999999,1.0
103958,1,6.48,63.33,39.65,69.85,64.9,48.02,0,1,2,6.36,59.2425,1.0
103959,0,8.68,91.06,36.16,88.65,83.23,77.36,0,1,0,7.73,75.36699999999999,2.0
103960,1,3.38,78.2,80.43,60.2,69.86,97.76,0,0,1,8.34,73.18299999999999,2.0
103961,0,5.68,48.46,79.28,62.55,56.94,14.62,0,0,0,6.35,57.730500000000006,1.0
103962,1,5.05,78.98,79.01,46.83,76.56,80.74,0,1,2,5.61,70.2775,2.0
103963,1,1.1,51.48,94.1,54.08,76.61,43.18,1,0,0,8.56,68.6195,1.0
103964,0,6.01,64.72,54.43,67.58,47.35,23.84,1,0,3,5.68,53.2095,0.0
103965,0,6.95,50.22,69.28,96.03,37.26,27.31,1,0,0,7.88,58.6575,1.0
103966,1,6.33,41.32,73.36,70.01,86.22,93.15,0,1,3,7.74,75.7985,2.0
103967,0,7.63,52.71,98.56,36.05,67.08,82.84,1,0,3,4.25,65.7575,1.0
103968,0,6.14,72.18,51.86,25.52,42.36,38.06,0,0,1,4.89,42.602,0.0
103969,0,1.6,68.89,96.94,88.82,48.34,94.62,0,1,0,6.86,74.863,2.0
103970,0,2.05,70.09,40.41,52.32,83.65,19.47,0,0,0,8.34,59.3955,1.0
103971,0,6.37,54.86,83.48,48.62,75.73,39.03,1,1,0,6.97,64.74549999999999,1.0
103972,1,3.47,81.11,74.3,85.05,96.16,68.76,0,0,2,7.71,84.76550000000002,2.0
103973,1,1.72,82.26,87.18,95.9,62.55,99.95,1,0,0,7.67,81.5245,2.0
103974,0,4.87,61.48,32.01,81.1,33.65,51.91,0,1,0,6.47,49.7935,0.0
103975,1,5.99,92.87,35.47,38.04,79.03,82.96,1,0,0,6.8,61.8475,1.0
103976,1,3.96,78.64,34.88,54.35,47.84,92.43,0,1,2,4.36,54.4145,0.0
103977,0,7.48,82.78,71.51,81.95,52.67,10.87,0,1,0,8.64,62.589000000000006,1.0
103978,1,6.79,56.64,72.21,93.02,43.77,36.0,1,1,3,7.37,62.2805,1.0
103979,0,4.0,40.04,93.43,99.9,51.63,19.03,0,0,3,4.77,67.6385,1.0
103980,0,7.79,91.92,62.73,63.37,88.06,79.85,1,0,0,5.22,76.38650000000001,2.0
103981,1,6.84,89.35,34.76,86.69,70.37,61.03,1,0,3,4.02,68.292,1.0
103983,0,5.98,62.45,30.57,46.44,71.06,47.87,1,0,2,5.58,53.627,0.0
103984,0,1.1,79.68,84.37,52.86,74.35,56.26,1,0,1,7.42,69.7055,1.0
103985,0,7.27,79.13,87.09,98.16,91.94,72.8,0,1,3,6.38,89.33,3.0
103986,0,4.38,91.62,99.86,25.25,90.18,80.15,0,1,1,8.21,75.0245,2.0
103987,1,9.48,48.42,58.85,48.1,34.4,17.91,1,1,1,4.43,42.468,0.0
103988,1,8.36,65.8,31.35,94.78,90.67,53.89,0,0,0,7.54,73.6685,2.0
103989,0,6.29,45.83,46.43,48.0,33.56,24.5,0,1,2,8.37,40.065000000000005,0.0
103990,0,3.27,63.38,71.14,41.88,40.79,77.79,0,1,1,6.11,53.0915,0.0
103991,1,2.83,40.91,97.34,79.76,37.81,69.19,0,0,3,5.44,63.651500000000006,1.0
103992,0,4.06,93.9,37.25,80.9,42.72,75.07,1,0,2,6.23,59.524,1.0
103993,1,5.29,71.62,38.51,60.41,86.23,16.75,0,1,3,7.94,61.822,1.0
103994,0,3.66,90.99,79.12,96.02,78.03,55.93,0,1,3,8.6,81.8315,2.0
103995,0,5.63,43.59,76.7,40.2,78.09,85.65,1,1,2,4.33,65.6455,1.0
103996,0,2.49,53.65,47.54,93.51,94.55,74.2,1,1,3,6.64,78.76299999999999,2.0
103997,0,9.8,55.56,86.92,81.66,57.43,87.56,1,1,0,7.2,72.2115,2.0
103998,0,1.97,63.2,39.01,52.62,30.23,28.55,1,0,0,4.09,40.7125,0.0
103999,0,9.39,88.17,94.8,85.52,74.78,35.82,1,1,2,4.91,78.912,2.0
104000,0,9.22,63.19,44.07,34.99,90.77,49.72,1,0,3,4.31,60.62200000000001,1.0
104001,1,5.73,52.28,35.69,34.82,98.34,57.09,1,0,1,5.45,61.199000000000005,1.0
104002,1,7.52,43.9,53.77,94.75,55.47,32.69,1,0,2,5.03,61.515,1.0
104003,1,4.92,44.77,43.15,32.11,87.55,44.31,0,1,1,6.43,56.208,1.0
104004,0,6.67,85.6,66.89,25.31,89.45,71.83,0,0,2,7.28,66.756,1.0
104005,0,4.07,66.69,78.08,54.18,40.11,68.08,0,0,1,8.21,56.6765,1.0
104006,0,3.71,83.57,64.36,32.79,74.2,19.94,0,1,1,5.52,57.3905,1.0
104007,0,6.2,80.94,76.24,89.73,42.12,98.71,1,0,2,4.25,70.3875,2.0
104008,0,5.48,48.12,55.54,94.2,61.26,60.65,1,1,2,4.02,66.976,1.0
104009,0,6.22,48.57,31.95,61.18,91.55,53.52,1,1,2,8.22,63.9365,1.0
104010,0,3.58,85.32,98.18,56.91,85.26,97.05,0,1,2,8.39,81.9415,2.0
104011,1,4.3,83.28,87.36,65.43,69.92,22.63,1,1,3,4.5,68.8925,1.0
104012,0,1.76,62.68,35.14,41.96,86.61,58.93,1,0,2,4.05,59.9925,1.0
104013,1,1.47,44.65,61.44,47.35,40.7,82.46,0,1,1,8.0,51.081500000000005,0.0
104014,1,3.28,40.73,74.45,32.57,43.64,45.9,0,0,1,7.2,46.9695,0.0
104015,0,1.67,57.29,43.34,58.48,44.62,76.27,1,0,3,6.78,52.261,0.0
104016,0,1.93,40.55,70.46,70.88,84.32,90.92,0,1,2,6.67,74.471,2.0
104017,1,8.32,53.8,67.36,94.77,92.37,33.55,0,0,3,7.87,78.229,2.0
104018,1,1.35,65.17,44.58,80.43,69.4,31.73,0,1,3,5.47,63.00350000000001,1.0
104019,0,6.93,47.28,39.88,79.23,97.06,42.46,1,0,3,5.95,70.7285,2.0
104020,0,3.45,46.26,83.13,48.1,80.96,47.66,1,0,3,4.39,66.37899999999999,1.0
104021,1,8.84,93.79,52.58,91.62,69.46,19.99,0,1,3,6.83,69.11,1.0
104022,0,5.36,75.13,47.08,96.02,72.81,30.82,1,1,3,8.8,69.4995,1.0
104023,0,3.75,96.07,81.65,94.92,89.47,88.59,0,1,3,5.42,89.84049999999999,3.0
104024,0,5.66,60.75,81.52,27.91,36.31,60.99,1,0,1,8.65,48.164,0.0
104025,1,4.44,80.63,49.35,70.33,41.76,34.1,0,0,1,7.65,53.5415,0.0
104026,1,6.08,52.28,91.08,73.24,48.64,94.92,0,0,1,5.17,68.27,1.0
104027,1,2.03,77.1,78.18,47.13,92.63,79.69,1,1,1,7.31,75.51799999999999,2.0
104028,0,9.97,47.78,54.2,99.43,96.15,42.62,0,1,1,5.83,78.39,2.0
104029,0,4.83,40.12,59.92,46.84,54.93,78.89,1,1,3,4.61,54.8205,0.0
104030,1,4.13,95.89,80.87,41.25,94.67,63.64,1,1,3,4.46,75.574,2.0
104031,1,7.39,73.29,44.81,61.31,68.28,71.54,0,0,1,4.09,62.6705,1.0
104032,1,4.28,95.62,62.81,49.24,63.13,38.93,1,1,2,7.99,60.4225,1.0
104033,0,8.5,60.03,75.75,94.3,88.29,28.85,0,0,1,8.42,78.5145,2.0
104034,1,5.09,59.67,67.76,58.01,68.23,32.82,1,0,3,6.41,61.184,1.0
104035,1,7.48,64.04,72.58,55.76,61.81,17.54,1,0,2,6.6,58.2475,1.0
104036,0,1.97,82.36,68.23,71.94,31.12,52.39,0,0,0,7.46,55.998000000000005,1.0
104038,0,7.62,95.52,58.71,81.75,73.93,10.23,1,1,2,5.62,68.63000000000001,1.0
104039,1,2.91,41.53,67.24,82.63,35.14,87.07,0,0,1,4.8,59.2645,1.0
104040,0,2.31,82.49,84.6,60.55,81.59,71.37,1,1,0,6.15,76.0,2.0
104041,0,3.85,59.82,75.77,96.68,73.56,50.21,1,0,2,7.49,76.073,2.0
104042,1,9.78,50.81,59.86,68.45,62.04,97.03,0,0,0,8.02,65.58250000000001,1.0
104043,0,3.31,70.62,98.21,77.14,79.69,94.65,0,1,0,4.45,83.3455,2.0
104044,1,5.11,70.3,37.55,94.33,99.51,18.56,1,0,0,6.94,74.80699999999999,2.0
104045,1,1.27,48.22,44.48,74.98,47.24,65.36,1,0,1,4.27,55.533,1.0
104046,0,4.58,52.11,53.89,57.39,68.99,83.53,1,0,2,8.12,62.836,1.0
104047,0,6.14,64.49,46.0,26.86,89.0,25.57,0,0,3,7.33,56.071,1.0
104048,0,9.58,64.53,73.78,79.62,31.18,21.52,1,1,3,7.48,54.179,0.0
104049,0,5.65,59.05,32.77,97.36,44.25,33.38,1,0,1,7.81,55.624500000000005,1.0
104050,0,8.37,48.91,42.42,60.27,66.47,35.17,1,0,1,6.48,55.224,1.0
104051,0,5.92,40.26,50.53,50.48,68.66,96.85,0,0,0,5.49,60.468,1.0
104052,1,1.37,98.21,77.83,63.94,36.04,80.24,0,0,1,7.93,62.01,1.0
104053,1,3.84,96.61,91.31,79.63,58.52,15.38,0,1,2,7.89,69.8505,1.0
104054,0,6.18,69.02,85.89,25.05,66.38,80.78,1,1,3,4.67,61.6535,1.0
104055,1,9.56,99.7,42.75,91.54,59.61,25.27,1,1,2,8.51,64.7955,1.0
104056,0,8.73,80.42,69.58,91.48,79.04,42.15,0,0,0,5.11,76.70700000000001,2.0
104057,1,3.06,44.13,32.1,65.6,84.0,38.67,1,0,1,5.53,60.5,1.0
104058,1,2.98,47.06,51.74,34.18,62.22,34.51,1,0,1,5.08,48.827000000000005,0.0
104059,1,2.81,94.97,86.42,75.39,59.8,37.79,1,0,0,8.83,70.33749999999999,2.0
104060,0,9.3,77.8,61.97,35.34,79.38,77.88,0,0,3,5.5,64.58,1.0
104061,1,8.67,90.59,40.5,63.07,68.87,33.99,0,0,1,8.86,60.43000000000001,1.0
104062,0,7.97,93.9,60.7,32.02,90.93,82.07,1,0,0,7.19,69.5675,1.0
104063,1,4.53,66.88,43.86,69.18,63.68,18.19,0,1,3,4.88,56.86200000000001,1.0
104064,1,5.54,42.91,57.52,48.86,70.2,63.57,0,0,3,6.77,58.937,1.0
104065,1,5.18,51.3,64.15,87.32,39.02,87.67,0,0,1,8.41,62.214,1.0
104066,1,3.28,43.99,54.47,85.0,88.52,17.14,0,1,2,6.81,69.23899999999999,1.0
104067,1,5.55,51.32,95.59,99.89,59.56,67.14,1,1,3,4.66,76.78250000000001,2.0
104068,0,1.27,64.63,69.38,44.31,80.33,56.05,1,1,3,5.43,65.13699999999999,1.0
104069,0,2.19,47.09,89.0,29.64,60.06,39.87,1,1,3,5.12,54.92700000000001,0.0
104070,1,8.98,50.0,83.25,58.23,30.07,19.06,1,1,0,4.63,48.638,0.0
104071,1,7.77,66.75,76.28,31.26,58.03,70.88,0,1,3,5.64,57.14450000000001,1.0
104072,1,4.81,60.41,64.78,38.39,40.33,37.84,1,1,0,7.31,46.494,0.0
104073,1,5.65,68.06,30.15,69.8,57.9,40.5,0,1,3,5.91,54.601,0.0
104074,0,4.33,65.75,72.94,69.41,52.49,74.58,1,1,1,6.22,64.345,1.0
104075,1,7.67,78.67,54.92,28.25,44.18,95.08,0,1,2,5.6,50.8845,0.0
104076,0,8.06,96.23,38.24,58.22,38.66,40.03,1,0,2,8.97,49.36,0.0
104077,1,7.87,46.47,61.12,64.77,81.0,77.21,0,1,3,6.93,69.1345,1.0
104078,0,7.5,45.96,81.49,45.1,82.84,96.09,1,1,0,8.17,70.772,2.0
104079,1,2.84,91.17,97.32,90.4,48.55,18.8,1,1,0,6.21,70.0535,2.0
104080,1,4.04,70.38,56.19,37.08,64.66,57.63,0,0,2,4.84,55.94,1.0
104081,0,5.23,85.98,67.99,44.04,62.48,11.0,0,0,1,8.23,56.174,1.0
104082,1,3.98,52.93,89.59,36.77,54.87,84.27,1,1,0,7.82,60.035,1.0
104083,1,7.79,89.73,53.38,33.74,49.43,35.82,1,0,1,5.65,48.9665,0.0
104084,1,3.96,95.43,39.96,90.92,43.02,39.95,0,1,3,7.03,59.317,1.0
104085,0,2.24,78.13,49.73,45.84,91.1,71.86,1,1,1,4.47,68.28999999999999,1.0
104086,1,4.59,46.35,92.94,79.19,88.33,81.03,0,1,1,4.13,82.039,2.0
104087,1,9.82,93.72,41.16,57.1,59.2,46.0,0,1,2,8.08,57.199,1.0
104088,0,3.03,87.55,53.05,72.69,80.48,69.9,0,0,1,8.71,72.6955,2.0
104089,0,6.51,85.05,62.52,94.61,64.88,96.07,1,1,3,5.72,76.97649999999999,2.0
104090,0,4.9,42.2,89.3,88.35,35.98,89.82,1,1,1,6.99,65.74249999999999,1.0
104091,1,1.64,87.94,95.64,30.17,87.57,73.12,0,1,0,7.59,73.42599999999999,2.0
104092,1,5.39,48.28,59.81,88.39,45.35,94.88,1,1,0,7.73,64.248,1.0
104093,1,7.32,53.34,95.24,58.89,79.48,88.83,0,0,2,6.41,75.8055,2.0
104094,0,5.62,74.63,41.3,51.26,66.92,75.61,0,0,3,7.07,59.521,1.0
104095,1,8.85,55.9,40.98,75.43,78.34,92.55,0,1,0,7.29,69.3175,1.0
104096,1,3.6,79.68,96.45,96.27,62.98,83.57,0,0,0,4.52,81.7255,2.0
104097,0,1.78,76.48,65.68,32.06,79.18,55.2,1,1,1,7.23,62.03200000000001,1.0
104098,0,9.43,46.49,43.01,82.61,32.3,55.21,0,0,2,6.55,50.7295,0.0
104099,0,4.4,79.36,64.16,40.26,32.86,10.79,1,0,2,5.89,43.413,0.0
104100,0,6.19,95.44,84.82,53.51,92.74,12.72,0,1,0,5.31,73.61649999999999,2.0
104101,0,8.13,49.67,87.88,90.54,82.48,77.16,0,0,2,7.19,81.76199999999999,2.0
104102,1,3.92,75.82,90.48,65.93,87.99,59.93,1,0,2,4.83,78.94999999999999,2.0
104103,0,7.45,60.51,69.87,30.06,61.96,78.49,0,0,0,8.05,57.075,1.0
104104,1,2.22,67.58,90.69,63.1,62.18,95.47,1,1,2,4.86,71.981,2.0
104105,1,3.62,57.22,65.7,84.22,67.38,50.73,1,1,3,7.86,68.573,1.0
104106,0,2.3,61.25,72.49,64.67,47.06,17.96,0,0,2,8.09,55.0575,1.0
104107,0,8.3,41.73,83.11,37.52,81.35,66.39,1,1,2,8.7,65.2865,1.0
104108,0,3.0,98.89,59.78,58.38,88.06,18.98,0,0,0,6.32,69.159,1.0
104109,1,7.46,77.49,35.15,94.33,93.51,65.92,0,1,3,4.32,77.68199999999999,2.0
104110,0,9.49,70.04,54.51,74.37,66.19,57.5,0,1,3,7.39,65.415,1.0
104111,0,5.75,63.02,73.68,79.74,59.02,74.1,1,1,2,5.41,69.04,1.0
104112,0,5.86,72.36,43.46,83.95,88.17,41.59,0,0,1,4.46,71.93400000000001,2.0
104113,0,5.15,62.81,40.39,31.8,82.69,22.95,1,1,1,8.28,53.5455,0.0
104114,0,3.93,61.59,50.52,68.62,90.71,31.26,0,1,0,4.7,68.29249999999999,1.0
104115,1,5.28,67.84,32.25,53.19,75.9,71.53,0,1,3,6.53,60.2495,1.0
104116,1,6.43,56.56,82.04,35.44,91.83,53.03,1,1,0,7.94,68.3675,1.0
104117,1,9.87,50.8,48.11,40.2,36.23,58.67,0,1,1,5.0,43.2995,0.0
104118,0,9.44,73.4,38.7,83.59,77.57,39.07,1,1,2,8.48,67.034,1.0
104119,0,8.76,90.57,78.94,37.11,36.22,85.3,1,1,0,5.66,55.3295,1.0
104120,0,9.0,49.17,89.0,48.43,82.42,99.95,0,0,0,5.98,73.6665,2.0
104121,1,5.21,41.96,31.39,46.37,73.99,38.1,1,0,2,4.66,51.773,0.0
104122,0,6.92,54.81,46.35,28.65,31.12,74.68,1,1,0,7.22,40.273500000000006,0.0
104123,0,9.06,98.78,96.17,59.66,71.95,25.4,1,1,2,6.48,71.74950000000001,2.0
104124,0,4.54,89.73,56.97,82.44,40.24,76.82,0,1,0,8.87,62.743,1.0
104125,1,9.66,75.75,95.7,26.66,39.97,48.78,0,1,3,7.49,52.2475,0.0
104126,0,4.74,95.75,49.19,33.44,40.53,64.48,0,0,1,7.79,48.4065,0.0
104127,1,6.41,66.72,45.26,79.01,63.87,31.38,0,1,1,5.0,60.969,1.0
104128,0,7.39,99.0,44.99,69.52,38.09,86.65,1,1,0,7.56,58.2745,1.0
104129,1,9.56,57.78,35.97,78.64,38.8,25.6,1,1,3,6.79,48.772,0.0
104130,1,3.2,54.42,92.75,42.26,47.93,93.57,0,1,3,6.02,60.6895,1.0
104131,1,7.72,78.28,98.59,85.28,30.06,15.51,0,0,2,7.91,60.93800000000001,1.0
104132,0,5.69,62.69,96.82,60.99,49.31,35.92,1,0,1,8.89,61.731,1.0
104133,0,3.42,77.58,89.64,70.77,73.29,60.67,1,0,1,4.47,75.097,2.0
104134,1,7.99,58.3,89.28,31.91,72.11,87.26,1,1,0,7.94,65.628,1.0
104135,1,5.97,77.08,76.28,40.38,97.87,61.93,1,1,1,8.6,73.5065,2.0
104136,0,6.95,56.54,87.83,83.0,38.37,29.45,0,1,3,5.58,60.3445,1.0
104137,0,3.91,43.06,44.58,41.79,90.59,87.31,1,1,2,5.82,64.107,1.0
104138,1,5.33,94.73,57.15,31.94,57.38,63.65,1,1,3,7.97,55.336,1.0
104139,0,6.56,92.99,74.86,69.79,57.09,30.91,0,1,2,8.77,64.791,1.0
104140,0,4.64,98.25,91.23,66.1,54.42,60.57,1,1,1,8.69,69.7,1.0
104141,0,2.79,82.99,76.23,70.59,38.73,70.78,0,0,0,4.28,61.826,1.0
104142,0,9.65,80.96,88.73,71.37,63.5,71.25,0,1,2,8.36,73.03450000000001,2.0
104143,1,5.6,73.54,63.18,62.51,85.12,75.16,0,1,2,6.93,72.9255,2.0
104144,0,7.61,47.56,80.21,62.03,91.28,90.62,1,0,2,6.11,77.3155,2.0
104145,0,4.7,51.35,98.6,94.31,97.4,84.23,1,0,1,8.23,90.9455,3.0
104146,1,4.2,57.37,40.74,65.04,84.97,64.69,0,0,3,8.0,66.3535,1.0
104147,1,4.66,93.41,94.88,71.3,73.62,12.89,0,0,2,6.55,73.198,2.0
104148,0,4.68,50.38,66.57,45.02,64.83,77.46,1,0,2,6.05,60.04350000000001,1.0
104149,0,5.9,95.37,75.03,90.33,91.24,97.75,1,0,3,6.36,88.8345,3.0
104150,0,5.89,71.37,91.45,26.83,81.77,37.5,1,0,3,5.59,64.50399999999999,1.0
104151,0,5.47,82.93,58.68,66.79,41.29,64.62,1,1,1,7.4,57.64000000000001,1.0
104152,1,2.21,46.61,59.31,53.79,77.78,79.18,0,0,1,8.46,65.11149999999999,1.0
104153,1,5.46,56.14,66.9,70.29,60.17,67.52,1,1,1,5.25,64.378,1.0
104154,1,2.52,97.51,31.34,52.01,71.71,93.03,1,0,3,8.13,63.423,1.0
104155,0,2.14,55.97,64.77,78.83,92.88,52.6,1,1,0,5.8,76.0265,2.0
104156,0,9.39,57.79,50.38,26.52,75.68,57.87,0,0,3,4.66,54.760000000000005,0.0
104157,0,6.44,51.86,94.96,55.44,95.71,13.44,1,0,3,4.2,72.88049999999998,2.0
104158,0,6.94,47.74,36.14,87.34,90.65,91.02,0,1,0,6.4,74.6665,2.0
104159,1,4.62,54.0,62.15,43.77,39.02,33.61,0,1,1,6.84,45.7905,0.0
104160,1,9.18,78.54,96.32,28.96,30.82,98.06,0,1,0,4.03,54.95099999999999,0.0
104161,0,6.74,67.32,93.07,62.24,56.91,28.19,1,0,2,7.26,63.6435,1.0
104162,1,7.92,73.23,79.09,98.24,90.57,32.81,0,0,3,6.59,82.6815,2.0
104163,0,4.32,47.34,71.26,29.81,46.11,53.62,0,0,3,8.99,47.93900000000001,0.0
104164,0,9.64,88.13,49.65,30.25,78.4,69.45,0,0,0,4.52,60.69050000000001,1.0
104165,1,8.38,87.05,55.69,69.63,63.32,49.66,1,0,0,7.53,64.3785,1.0
104166,0,8.69,41.3,36.31,43.76,82.23,41.66,0,1,2,5.09,55.2785,1.0
104167,0,2.55,63.01,85.03,55.77,41.55,58.61,0,1,1,5.03,57.653000000000006,1.0
104168,1,3.44,44.13,52.67,87.29,46.74,96.25,1,0,2,4.09,62.7535,1.0
104169,0,3.57,87.53,76.74,39.91,46.98,96.58,0,0,2,4.03,60.1795,1.0
104170,0,3.44,84.24,55.03,78.95,68.39,39.52,0,0,3,4.93,67.056,1.0
104171,1,8.7,94.12,62.5,62.84,50.27,71.21,0,1,3,4.88,62.337500000000006,1.0
104172,0,1.29,54.18,68.85,92.87,86.82,74.97,1,1,3,4.0,80.2895,2.0
104173,1,1.68,67.38,86.13,97.97,54.28,68.81,1,1,3,7.59,74.3355,2.0
104174,0,3.47,51.07,44.78,61.37,76.26,20.17,0,1,2,6.52,58.1135,1.0
104175,1,2.8,62.27,57.91,68.85,96.4,58.55,1,1,3,5.98,74.6165,2.0
104176,1,3.09,71.33,39.11,80.94,72.48,78.69,1,1,1,4.52,68.42699999999999,1.0
104177,1,8.18,43.2,35.3,48.9,46.95,28.07,0,0,3,5.67,42.8445,0.0
104178,0,6.07,82.89,72.33,42.01,88.13,41.34,0,1,0,6.35,68.237,1.0
104179,1,1.05,72.6,43.24,97.35,30.88,28.34,0,1,3,8.99,53.8875,0.0
104180,1,4.86,89.74,34.19,57.45,47.96,89.82,0,0,3,6.55,55.9425,1.0
104181,1,4.67,56.31,92.8,25.12,57.12,87.27,0,0,2,4.1,59.19,1.0
104182,1,2.03,94.2,67.4,87.83,43.72,25.23,0,1,2,5.04,62.682500000000005,1.0
104183,1,7.09,99.92,39.42,69.97,72.28,78.45,0,0,0,5.77,68.5115,1.0
104184,0,7.32,95.16,33.74,37.64,69.06,42.76,1,1,0,6.28,54.121,0.0
104185,0,7.49,86.67,38.39,27.26,58.45,71.76,0,0,2,7.37,50.79350000000001,0.0
104186,0,7.56,88.74,62.99,46.86,50.61,54.4,0,1,2,6.95,56.3405,1.0
104187,0,1.0,74.42,76.79,94.59,60.37,52.48,1,0,3,6.55,72.82500000000002,2.0
104188,0,9.59,51.41,74.89,95.01,50.38,89.32,0,0,2,8.19,70.43650000000001,2.0
104189,0,8.33,80.62,40.11,48.33,45.49,67.33,0,0,0,4.98,50.821,0.0
104190,0,9.14,82.77,74.34,87.69,54.59,31.22,0,1,2,4.39,67.296,1.0
104191,1,1.14,99.12,58.34,58.14,72.16,19.97,0,1,1,8.19,63.368,1.0
104192,0,9.4,72.48,62.53,74.08,75.39,94.01,0,1,0,6.31,74.0615,2.0
104193,1,8.29,56.28,86.1,50.08,50.81,23.8,0,0,1,6.77,55.5315,1.0
